Symbol,symbol_url
KRBL,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/krbl/KRB01
KPITTECH,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kpittechnologies/KPITT54265
L&TFH,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinanceholdings/LFH
LTI,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/larsentoubroinfotech/LI12
LTTS,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/lttechnologyservices/LTS
LAOPALA,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/laopalarg/LOR
LAXMIMACH,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmimachineworks/LMW
LAKSHVILAS,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/lakshmivilasbank/LVB
LT,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/larsentoubro/LT
LAURUSLABS,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lauruslabs/LL05
LEMONTREE,https://www.moneycontrol.com/india/stockpricequote/hotels/lemontreehotelsltd/LTH
LICHSGFIN,https://www.moneycontrol.com/india/stockpricequote/financehousing/lichousingfinance/LIC
LINDEINDIA,https://www.moneycontrol.com/india/stockpricequote/chemicals/lindeindia/BOC
LUPIN,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L
LUXIND,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/luxindustries/LHI
M&M,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/mahindramahindra/MM
M&MFIN,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mahindramahindrafinancialservices/MMF04
MAHSCOOTER,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/maharashtrascooters/MS01
MAHSEAMLES,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/maharashtraseamless/MS02
MGL,https://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02
MAHINDCIE,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/mahindracieautomotive/MF19
MHRIL,https://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR
MAHLIFE,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mahindralifespacedevelopers/MLD
MAHLOG,https://www.moneycontrol.com/india/stockpricequote/diversified/mahindralogistics/ML04
MANAPPURAM,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manappuramfinance/MGF01
MARICO,https://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13
MARUTI,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/marutisuzukiindia/MS24
MASFIN,https://www.moneycontrol.com/india/stockpricequote/financegeneral/masfinancialservices/MFS09
MFSL,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/maxfinancialservices/MI
MAXINDIA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxindia/MIL16
MCX,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE
MEGH,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/meghmaniorganics/MO04
METROPOLIS,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/metropolishealthcare/MH06
MINDACORP,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/mindacorporation/MC23
MINDAIND,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/mindaindustries/MI4
MINDTREE,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindtree/MT13
MIDHANI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mishradhatunigamltd/MDN
MMTC,https://www.moneycontrol.com/india/stockpricequote/trading/mmtc/MMT
MOIL,https://www.moneycontrol.com/india/stockpricequote/miningminerals/moil/M18
MOTHERSUMI,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/mothersonsumisystems/MSS01
MOTILALOFS,https://www.moneycontrol.com/india/stockpricequote/financegeneral/motilaloswalfinancialservices/MOF01
MPHASIS,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mphasis/MB02
MRF,https://www.moneycontrol.com/india/stockpricequote/tyres/mrf/MRF
MRPL,https://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP
MUTHOOTFIN,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/muthootfinance/MF10
NATIONALUM,https://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC
NH,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/narayanahrudayalaya/NH
NATCOPHARM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/natcopharma/NP07
NBVENTURES,https://www.moneycontrol.com/india/stockpricequote/diversified/navabharatventures/NBV
NAVINFLUOR,https://www.moneycontrol.com/india/stockpricequote/chemicals/navinfluorineinternational/NFI
NAVNETEDUL,https://www.moneycontrol.com/india/stockpricequote/printingstationery/navneeteducation/NP01
NBCC,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/nbccindia/NBC01
NCC,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ncc/NCC01
NESCO,https://www.moneycontrol.com/india/stockpricequote/diversified/nesco/NES
NESTLEIND,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/nestleindia/NI
NETWORK18,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/network18mediainvestments/NMI
NIACL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/newindiaassurancecompany/NIA
NHPC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nhpc/N07
NIITTECH,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/niittechnologies/NII02
NILKAMAL,https://www.moneycontrol.com/india/stockpricequote/plastics/nilkamal/NP08
NAM-INDIA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nipponlifeindiaassetmanagement/RNL
NLCINDIA,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nlcindia/NLC
NMDC,https://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02
NOCIL,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/nocil/NOC02
NTPC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/ntpc/NTP
OBEROIRLTY,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/oberoirealty/OR
OIL,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilindia/OI13
OMAXE,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/omaxe/O02
ONGC,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG
OFSS,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/oraclefinancialservicessoftware/OFS01
ORIENTCEM,https://www.moneycontrol.com/india/stockpricequote/cementmajor/orientcement/OC10
ORIENTREF,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/orientrefractories/OR01
PGHH,https://www.moneycontrol.com/india/stockpricequote/personalcare/proctergamblehygienehealthcare/PGH
PAGEIND,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pageindustries/PI35
PARAGMILK,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/paragmilkfoods/PMF01
PCJEWELLER,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/pcjeweller/PJ
PERSISTENT,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/persistentsystems/PS15
PETRONET,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/petronetlng/PLN
PFIZER,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P
PHILIPCARB,https://www.moneycontrol.com/india/stockpricequote/chemicals/phillipscarbonblack/PCB01
PHOENIXLTD,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/phoenixmills/PM02
PIIND,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/piindustries/PII
PIDILITIND,https://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11
PEL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05
PNB,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/punjabnationalbank/PNB05
PNBHOUSING,https://www.moneycontrol.com/india/stockpricequote/financehousing/pnbhousingfinance/PHF
PNCINFRA,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pncinfratech/PI26
POLYCAB,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/polycabindia/PI44
PFC,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporation/PFC02
POWERGRID,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/powergridcorporationindia/PGC
PRESTIGE,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/prestigeestatesprojects/PEP02
PRSMJOHNSN,https://www.moneycontrol.com/india/stockpricequote/cementmajor/prismjohnson/PC
PGHL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/proctergamblehealth/M12
PTC,https://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02
PVR,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pvr/PVR
QUESS,https://www.moneycontrol.com/india/stockpricequote/engineering/quesscorp/QC
RADICO,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01
RVNL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/railvikasnigam/RVN
RAIN,https://www.moneycontrol.com/india/stockpricequote/cementmajor/rainindustries/RC12
RAJESHEXPO,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/rajeshexports/RE07
RALLIS,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/rallisindia/RI03
RAMCOCEM,https://www.moneycontrol.com/india/stockpricequote/cementmajor/theramcocements/MC
RCF,https://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01
RATNAMANI,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ratnamanimetalstubes/RMT
RAYMOND,https://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/raymond/R
RBLBANK,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/rblbank/RB03
RECLTD,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/rec/REC02
REDINGTON,https://www.moneycontrol.com/india/stockpricequote/computershardware/redingtonindia/RI37
RELCAPITAL,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/reliancecapital/RC
RELAXO,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/relaxofootwears/RF07
RELIANCE,https://www.moneycontrol.com/india/stockpricequote/refineries/relianceindustries/RI
RELINFRA,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/relianceinfrastructure/RI38
RPOWER,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/reliancepower/RP
REPCOHOME,https://www.moneycontrol.com/india/stockpricequote/financehousing/repcohomefinance/RHF
RESPONIND,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/responsiveindustries/SH10
RITES,https://www.moneycontrol.com/india/stockpricequote/diversified/rites/R02
SHK,https://www.moneycontrol.com/india/stockpricequote/chemicals/shkelkarcompany/KC17
SADBHAV,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavengineering/SE19
SAIL,https://www.moneycontrol.com/india/stockpricequote/steellarge/steelauthorityindia/SAI
SANOFI,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26
SBIN,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/statebankindia/SBI
SBILIFE,https://www.moneycontrol.com/india/stockpricequote/diversified/sbilifeinsurancecompany/SLI03
SCHAEFFLER,https://www.moneycontrol.com/india/stockpricequote/bearings/schaefflerindia/FAG
SCHNEIDER,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/schneiderelectricinfrastructure/SEI04
SHANKARA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shankarabuildingproducts/SBP02
SFL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sheelafoam/SF14
SHILPAMED,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19
SCI,https://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI
SHOPERSTOP,https://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51
SHREECEM,https://www.moneycontrol.com/india/stockpricequote/cementmajor/shreecements/SC12
SHRIRAMCIT,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramcityunionfinance/SCU
SRTRANSFIN,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramtransportfinancecorporation/STF
SIEMENS,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/siemens/S
SIS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/securityintelligenceservicesindia/SIS08
SJVN,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sjvn/S11
SKFINDIA,https://www.moneycontrol.com/india/stockpricequote/bearings/skfindia/SKF01
SOBHA,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sobha/SD6
SOLARINDS,https://www.moneycontrol.com/india/stockpricequote/chemicals/solarindustriesindia/SII04
SOMANYCERA,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/somanyceramics/SC49
SONATSOFTW,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sonatasoftware/SS42
SOUTHBANK,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/southindianbank/SIB
SPICEJET,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/spicejet/SJ01
SRF,https://www.moneycontrol.com/india/stockpricequote/diversified/srf/SRF
STARCEMENT,https://www.moneycontrol.com/india/stockpricequote/cementmajor/starcement/SFC02
STRTECH,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/sterlitetechnologies/ST20
STAR,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/stridespharmascience/SA10
SUDARSCHEM,https://www.moneycontrol.com/india/stockpricequote/dyespigments/sudarshanchemicalindustries/SCI08
SUNPHARMA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaceuticalindustries/SPI
SPARC,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaadvancedresearchcompany/SPA
SUNTV,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/suntvnetwork/STN01
SUNDRMFAST,https://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23
SUNTECK,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sunteckrealty/SR05
SUPRAJIT,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/suprajitengineering/SE15
SUPREMEIND,https://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48
SUZLON,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/suzlonenergy/SE17
SWANENERGY,https://www.moneycontrol.com/india/stockpricequote/trading/swanenergy/SM09
SYMPHONY,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/symphony/SCS04
SYNGENE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/syngeneinternational/SI10
TNPL,https://www.moneycontrol.com/india/stockpricequote/paper/tamilnadunewsprintpapers/TNN
TATACOFFEE,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tatacoffee/TC14
TATACONSUM,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tataconsumerproducts/TT
TATAELXSI,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataelxsi/TE
TATAINVEST,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/tatainvestmentcorporation/TIC
TATAMETALI,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/tatametaliks/TM
TATAMOTORS,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/tatamotors/TM03
TATAPOWER,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/tatapowercompany/TPC
TATASTEEL,https://www.moneycontrol.com/india/stockpricequote/steellarge/tatasteel/TIS
TCNSBRANDS,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/tcnsclothingco/TCC
TCS,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataconsultancyservices/TCS
TEAMLEASE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/teamleaseservices/TS13
TECHM,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/techmahindra/TM4
TEJASNET,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/tejasnetworks/TN
THERMAX,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/thermax/T
THYROCARE,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/thyrocaretechnologies/TT16
TIMETECHNO,https://www.moneycontrol.com/india/stockpricequote/packaging/timetechnoplast/TT03
TIMKEN,https://www.moneycontrol.com/india/stockpricequote/bearings/timkenindia/TI23
TITAN,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01
TATAMTRDVR,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/tatamotorsltddvr/TATAM57000
TORNTPHARM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/torrentpharmaceuticals/TP06
TORNTPOWER,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/torrentpower/TP14
TRENT,https://www.moneycontrol.com/india/stockpricequote/retail/trent/T04
TRIDENT,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/trident/AI01
TTKPRESTIG,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/ttkprestige/TTK02
TVTODAY,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvtodaynetwork/TVT
TV18BRDCST,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tv18broadcast/IBN
TVSMOTOR,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/tvsmotorcompany/TVS
TVSSRICHAK,https://www.moneycontrol.com/india/stockpricequote/tyres/tvssrichakra/TVS03
UCOBANK,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/ucobank/UCO
UFLEX,https://www.moneycontrol.com/india/stockpricequote/packaging/uflex/U01
UJJIVAN,https://www.moneycontrol.com/india/stockpricequote/financegeneral/ujjivanfinancialservices/UFS01
ULTRACEMCO,https://www.moneycontrol.com/india/stockpricequote/cementmajor/ultratechcement/UTC01
UNIONBANK,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/unionbankindia/UBI01
UBL,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02
UPL,https://www.moneycontrol.com/india/stockpricequote/chemicals/upl/UP04
VGUARD,https://www.moneycontrol.com/india/stockpricequote/electricequipment/vguardindustries/VI02
VMART,https://www.moneycontrol.com/india/stockpricequote/retail/vmartretail/VR03
WABAG,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/vatechwabag/VTW
VAIBHAVGBL,https://www.moneycontrol.com/india/stockpricequote/retail/vaibhavglobal/VG02
VTL,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10
VARROC,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/varrocengineering/VE08
VBL,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/varunbeverages/VB05
VEDL,https://www.moneycontrol.com/india/stockpricequote/miningminerals/vedanta/SG
VENKEYS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/venkys/V03
VINATIORGA,https://www.moneycontrol.com/india/stockpricequote/chemicals/vinatiorganics/VO01
VIPIND,https://www.moneycontrol.com/india/stockpricequote/plastics/vipindustries/VIP
IDEA,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/vodafoneidealimited/IC8
VOLTAS,https://www.moneycontrol.com/india/stockpricequote/diversified/voltas/V
VRLLOG,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/vrllogistics/VL03
VSTIND,https://www.moneycontrol.com/india/stockpricequote/cigarettes/vstindustries/VST
WABCOINDIA,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/wabcoindia/WAB
WELCORP,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/welspuncorp/WGS
WELSPUNIND,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/welspunindia/WI03
WESTLIFE,https://www.moneycontrol.com/india/stockpricequote/hotels/westlifedevelopment/DIC
WHIRLPOOL,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/whirlpoolindia/WI
WIPRO,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/wipro/W
WOCKPHARMA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardt/W05
ZEEL,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE
ZENSARTECH,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/zensartechnologies/ZT02
ZYDUSWELL,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/zyduswellness/ZW01
